customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn_Probability,Predicted_CLV
5777,1,0,0,0,39,1,2,1,0,0,0,0,0,0,0,1,1,73.15,2730.85,0.3538943056416163,2730.8499999999995
4915,1,1,0,0,20,1,0,1,0,0,0,0,0,0,0,0,1,71.3,1389.2,0.31617810587217193,1389.1999999999994
2872,1,0,1,0,24,1,0,0,2,0,0,2,0,0,0,0,3,53.6,1315.35,0.08678734790451774,1315.3499999999992
6257,0,0,1,0,68,1,2,1,0,2,2,2,0,0,2,0,1,90.2,6297.65,0.03442409928548309,6297.650000000001
5301,1,1,1,0,16,1,0,1,0,2,0,0,0,0,0,1,1,74.3,1178.25,0.4150980421876918,1178.2499999999993
5695,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,3,71.1,71.1,0.720644474569898,71.09999999999802
2220,1,0,1,0,70,0,1,0,0,2,2,2,0,2,1,1,0,51.05,3635.15,0.07537418052123326,3635.150000000002
4357,1,1,0,0,3,1,0,1,0,0,0,0,2,0,0,1,2,79.9,260.9,0.7331294796682664,260.8999999999993
3886,0,0,1,0,24,1,0,1,0,2,2,0,2,2,0,1,1,99.3,2431.35,0.5259349107866788,2431.35
3305,1,0,1,1,72,1,2,0,2,2,2,2,2,2,2,1,1,91.95,6614.9,0.01897456146321873,6614.9000000000015
1689,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,19.75,19.75,0.3701561462600308,19.749999999997694
5384,0,0,0,0,31,0,1,0,2,2,0,2,0,2,2,1,0,49.85,1520.1,0.021202623829914,1520.0999999999992
692,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,2,24.8,24.8,0.7151518327724957,24.799999999996025
5040,1,0,1,0,50,1,2,1,0,0,0,2,2,2,1,0,2,99.4,5059.75,0.21364919887378503,5059.750000000002
2549,0,0,0,0,61,1,2,0,0,2,2,2,2,2,2,0,1,88.65,5321.25,0.04046887663117198,5321.250000000001
5112,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,834.7,0.4813787185742103,834.6999999999987
3155,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,45.55,84.4,0.5427569176313706,84.39999999999709
6103,0,1,0,0,64,1,2,0,0,2,2,2,0,2,0,0,1,74.65,4869.35,0.12002004348643895,4869.350000000002
3245,0,0,0,0,18,0,1,0,2,2,0,2,0,0,1,1,3,40.2,711.95,0.05017888375461237,711.9499999999986
2293,0,0,1,0,45,1,2,2,1,1,1,1,1,1,2,0,3,25.5,1121.05,0.020771656757441172,1121.0499999999995
6154,1,0,1,1,31,1,2,0,0,0,0,0,0,2,0,0,0,59.7,1825.5,0.1431216433901332,1825.499999999999
2822,0,0,1,1,61,1,2,2,1,1,1,1,1,1,2,1,3,24.1,1551.6,0.016727779137698233,1551.6000000000004
4502,0,1,0,0,31,1,0,1,2,0,0,0,0,0,0,1,1,73.55,2094.65,0.26825843661192333,2094.649999999999
4106,0,0,1,0,57,1,0,2,1,1,1,1,1,1,2,0,0,19.9,1115.6,0.01569884688489222,1115.6000000000001
807,0,0,1,1,28,1,2,1,0,0,0,2,0,2,1,1,2,90.45,2509.25,0.11757519936219413,2509.2499999999995
5211,1,0,0,0,37,1,0,0,2,2,2,2,0,0,2,0,0,65.6,2313.8,0.016488438541421412,2313.800000000001
5003,0,0,1,0,46,1,2,1,0,2,0,2,2,2,1,1,2,103.15,4594.65,0.3053972380848139,4594.650000000001
7013,0,0,0,0,19,1,0,2,1,1,1,1,1,1,0,0,3,19.9,367.55,0.033419924538798586,367.54999999999825
6236,0,0,0,0,63,1,0,2,1,1,1,1,1,1,2,1,3,20.6,1298.7,0.01451738045786757,1298.7000000000012
4058,1,0,0,1,69,1,2,0,2,2,2,2,2,0,2,1,1,79.45,5502.55,0.02362042758496547,5502.550000000002
4724,0,0,1,1,19,1,2,1,0,0,0,2,0,2,1,1,0,89.35,1686.85,0.11809310969878647,1686.8499999999988
278,0,0,1,0,31,1,0,1,0,2,0,0,0,2,0,1,0,83.85,2674.15,0.4364290471921324,2674.149999999999
1195,0,1,0,0,18,1,0,2,1,1,1,1,1,1,1,0,0,20.35,369.6,0.051141186343726636,369.599999999998
300,0,0,0,0,44,1,2,0,0,0,0,0,0,0,0,1,3,50.15,2139.1,0.24615348721831556,2139.099999999999
943,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,1,2,70.3,70.3,0.7716140090199641,70.29999999999826
2106,1,0,0,0,1,1,0,1,0,0,0,0,2,2,0,1,2,89.9,89.9,0.879924514868213,89.89999999999972
3304,0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,1,3,35.8,363.15,0.417796087525607,363.14999999999765
6849,0,0,0,0,22,1,0,2,1,1,1,1,1,1,1,0,0,20.85,450.65,0.01825901255901774,450.6499999999982
3527,1,0,1,0,23,1,2,1,0,2,2,0,0,0,0,0,2,84.25,1968.1,0.3816826944515675,1968.0999999999997
1652,0,0,0,0,37,1,0,1,0,2,2,0,0,0,1,0,2,80.05,3019.1,0.11368774556231397,3019.1
6802,1,0,1,0,46,0,1,0,2,0,2,2,0,0,2,0,1,40.4,1842.7,0.0199836373955983,1842.7000000000005
3080,0,0,0,0,20,1,0,2,1,1,1,1,1,1,1,1,1,19.35,433.75,0.04796844842241953,433.7499999999981
6779,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,1,2,50.8,50.8,0.3931320618202756,50.799999999997375
3773,0,0,1,1,58,1,2,0,2,0,2,2,2,0,2,0,3,75.8,4415.75,0.029675256194257423,4415.750000000001
3630,0,0,1,1,71,1,2,1,2,2,2,2,0,0,1,1,1,95.15,6770.85,0.035515352861334656,6770.850000000001
1394,0,0,0,0,29,1,2,0,0,0,0,0,2,2,1,1,1,71.0,2080.1,0.12007111940283006,2080.099999999999
874,0,0,1,0,64,1,2,0,2,2,2,2,0,2,2,1,3,81.3,5129.3,0.0218240998998168,5129.300000000001
5994,1,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,2,73.65,73.65,0.8321710991192943,73.6499999999985
930,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,0,0,20.05,20.05,0.3060934003807199,20.049999999997567
5515,1,0,1,1,70,0,1,0,0,2,2,2,2,2,1,0,2,60.35,4138.7,0.07953600446416184,4138.700000000002
3932,1,0,0,0,13,1,0,2,1,1,1,1,1,1,1,1,3,19.95,257.0,0.04454735429692827,256.99999999999847
3221,1,0,0,0,57,0,1,0,0,2,0,0,2,0,0,1,2,39.3,2111.45,0.306601728784956,2111.450000000001
3438,0,1,0,0,57,1,2,1,2,0,2,2,0,2,2,0,1,101.3,5779.6,0.12349289353657136,5779.600000000001
1769,0,0,1,1,6,1,0,2,1,1,1,1,1,1,2,0,3,20.1,100.35,0.02543373789339185,100.34999999999707
137,1,1,1,0,63,0,1,0,2,0,0,2,0,0,1,0,0,36.1,2298.9,0.07157013025861904,2298.9000000000015
4945,0,0,0,0,8,1,0,2,1,1,1,1,1,1,0,0,3,19.2,156.85,0.08598449370995792,156.8499999999975
826,1,0,1,1,23,1,2,0,0,0,0,0,0,0,1,1,1,48.35,1067.15,0.07618639465963284,1067.1499999999985
4077,0,0,0,0,40,1,0,0,0,0,2,0,0,0,1,1,3,50.25,2023.55,0.07201439890175759,2023.5499999999993
406,0,0,1,1,59,1,2,2,1,1,1,1,1,1,2,0,3,25.45,1534.05,0.025851366248581073,1534.0500000000004
777,0,0,0,0,18,1,0,2,1,1,1,1,1,1,1,0,3,20.1,407.05,0.0348296111696212,407.04999999999814
6032,1,0,0,0,17,1,0,1,0,2,2,0,0,2,0,1,1,90.95,1612.2,0.44473298116230525,1612.2000000000003
4801,1,1,0,0,46,1,0,1,2,0,0,0,0,2,0,0,2,85.0,3969.4,0.22124057893703888,3969.400000000001
794,0,0,1,1,16,1,0,2,1,1,1,1,1,1,0,0,2,20.4,321.4,0.12317433480543566,321.39999999999765
626,1,0,0,0,22,1,2,1,0,0,0,0,0,2,0,0,2,83.05,1799.3,0.5025612195843862,1799.2999999999997
4544,0,0,1,0,62,1,0,0,2,0,2,2,2,2,2,0,3,81.0,4985.9,0.02152787551204697,4985.9000000000015
6480,1,0,1,0,56,0,1,0,0,0,2,2,2,2,1,1,0,54.05,2959.8,0.08812668324114124,2959.8000000000015
3351,0,1,1,0,5,1,2,1,0,2,0,0,0,0,0,1,2,81.0,371.65,0.7739035879800265,371.6499999999981
5832,0,0,1,0,72,1,2,0,2,2,0,2,2,2,2,1,0,86.4,6058.95,0.017452382640242146,6058.950000000001
4538,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,416.45,0.27975538602184724,416.4499999999975
32,1,0,1,0,66,1,2,1,2,2,2,2,2,2,1,0,0,115.8,7942.15,0.2845421774720008,7942.1500000000015
4700,1,0,1,0,28,1,2,1,0,2,2,0,2,0,0,0,1,96.6,2684.35,0.38787400175845793,2684.350000000001
3034,0,0,1,1,56,1,0,1,0,0,0,0,2,2,1,0,0,88.9,4968.0,0.10308569798034328,4968.000000000001
2961,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,3,45.85,45.85,0.6678117906179961,45.84999999999777
1368,1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,2496.7,0.6399075248497138,2496.7000000000007
3366,0,0,0,0,51,1,0,2,1,1,1,1,1,1,2,0,0,20.65,1020.75,0.021427234446478302,1020.7500000000001
4203,1,0,1,1,4,1,0,0,0,0,0,2,0,2,0,0,1,61.45,229.55,0.27563976644881066,229.54999999999836
3125,1,0,1,1,23,1,2,0,0,2,0,2,0,0,2,0,3,59.7,1414.2,0.027799887247510868,1414.1999999999994
6221,0,0,1,1,30,1,0,1,0,0,2,0,0,2,1,0,2,86.45,2538.05,0.11639303905007561,2538.0499999999997
2591,1,0,1,0,61,1,0,2,1,1,1,1,1,1,1,1,1,20.55,1252.0,0.03235445575799472,1252.0000000000014
5795,0,0,0,0,31,1,0,2,1,1,1,1,1,1,2,0,1,20.9,689.35,0.012698003435169226,689.3499999999989
4601,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,2,69.6,69.6,0.8323358927881851,69.59999999999859
24,0,0,1,1,4,1,0,2,1,1,1,1,1,1,0,0,3,20.35,76.35,0.09950498823314932,76.34999999999694
5598,1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,1117.55,0.43944573436742973,1117.5499999999993
4093,0,0,1,0,50,1,2,1,2,0,2,0,2,2,1,1,3,104.4,5232.9,0.3200824782078801,5232.900000000001
2408,1,0,0,0,6,1,0,1,0,0,0,0,0,0,0,1,2,69.1,435.0,0.5303297114567317,434.9999999999988
1481,0,0,0,1,15,1,0,1,0,2,0,0,0,2,0,1,0,85.9,1269.55,0.4988571594659437,1269.549999999999
6588,0,0,1,0,54,1,2,0,0,0,0,0,2,2,1,1,1,70.15,3715.65,0.0885242158792413,3715.6500000000005
907,1,1,0,0,52,1,2,1,0,2,2,2,2,2,0,1,2,110.75,5832.0,0.46602773837096073,5832.000000000002
3378,0,0,0,0,30,1,2,1,0,2,0,0,2,2,0,1,2,100.2,2983.8,0.6132868530251728,2983.8
4160,1,0,1,1,3,1,0,0,0,0,2,0,0,0,0,1,2,50.15,168.15,0.5294405548645806,168.1499999999978
3522,1,0,1,1,31,1,0,0,0,0,2,2,0,0,0,0,3,54.35,1647.0,0.1005538174708838,1646.9999999999998
2400,1,1,1,0,58,0,1,0,0,2,2,0,0,2,0,1,2,45.3,2651.2,0.37353283040072677,2651.2000000000007
6952,0,0,1,1,72,0,1,0,0,2,2,2,2,2,2,1,2,60.0,4264.0,0.023999267294405546,4264.000000000002
2391,1,0,0,0,15,1,2,0,0,0,0,0,0,0,0,0,2,51.55,765.5,0.2618077487640968,765.4999999999984
2671,0,0,0,0,14,1,0,0,2,0,0,2,0,0,1,0,3,55.7,795.15,0.059704034087818256,795.1499999999984
2067,0,1,0,0,1,1,2,1,0,0,0,0,0,0,0,1,3,74.45,74.45,0.8808675932593392,74.44999999999784
1098,1,0,1,1,60,1,2,2,1,1,1,1,1,1,1,0,1,23.95,1506.4,0.032243668116495885,1506.400000000001
6197,1,0,1,1,21,1,0,2,1,1,1,1,1,1,1,0,3,19.8,350.1,0.028488694603406584,350.09999999999883
1300,1,1,1,0,33,1,2,1,0,2,0,0,2,2,0,1,0,100.6,3270.25,0.5104524998757407,3270.2500000000005
5730,1,0,1,0,65,1,2,1,2,2,2,0,0,0,1,0,2,89.75,5769.6,0.04563934956613736,5769.600000000001
2624,1,1,1,0,67,1,0,0,2,2,0,2,0,0,1,1,0,60.95,4119.4,0.03530463319036401,4119.400000000001
5711,0,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,84.45,762.5,0.7652743853442561,762.4999999999984
3769,1,1,1,1,28,1,2,0,0,0,0,0,0,0,1,1,2,51.0,1381.8,0.12446303042695213,1381.7999999999986
4308,0,0,1,1,32,1,2,1,0,2,0,0,2,2,0,1,2,98.85,3089.6,0.5568647506981502,3089.6
6768,1,0,1,1,68,1,0,1,2,2,2,0,2,2,2,1,1,103.25,7074.4,0.08536456056180311,7074.400000000002
667,0,0,1,0,26,1,2,0,2,2,2,2,2,2,1,1,1,90.1,2312.55,0.0750156725477806,2312.5500000000006
5634,0,0,1,1,3,1,0,0,0,0,0,0,0,0,0,0,3,44.3,134.5,0.33230047326335,134.49999999999687
5287,1,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,26.0,1796.55,0.017621965099854288,1796.5500000000013
3597,1,0,1,0,36,1,2,1,0,0,0,0,2,2,0,1,0,95.0,3440.25,0.4163590924424974,3440.2500000000005
3179,1,0,0,0,52,1,0,0,2,2,0,0,2,0,2,1,1,63.25,3342.45,0.033688456917313744,3342.4500000000016
1732,0,1,1,0,34,1,0,0,0,0,2,2,2,0,1,0,0,64.2,2106.3,0.07053407395318011,2106.2999999999997
6415,0,0,1,0,50,1,2,1,2,2,0,2,2,2,1,0,2,108.55,5610.7,0.19353384397346948,5610.700000000001
2853,1,1,1,0,30,1,2,0,0,0,2,0,2,2,2,0,2,74.85,2181.75,0.08571430827597015,2181.75
3593,0,0,1,1,69,1,2,2,1,1,1,1,1,1,2,1,0,25.6,1673.4,0.017300873284385305,1673.400000000001
4880,0,0,1,0,4,1,2,1,0,2,0,0,2,0,0,1,2,91.65,365.4,0.7995990435170794,365.3999999999987
4785,0,0,1,1,67,1,0,1,2,2,2,0,0,0,1,0,0,84.8,5598.3,0.03293042213214064,5598.300000000001
2567,0,0,0,0,14,1,0,1,0,0,0,0,0,0,0,1,1,71.0,914.0,0.43058071413005883,913.9999999999985
4621,0,0,1,0,53,1,0,2,1,1,1,1,1,1,1,0,0,20.8,1021.8,0.025456657521101225,1021.8
795,1,1,1,0,72,1,2,1,0,2,2,2,2,2,2,1,0,109.75,7932.5,0.04255243338034103,7932.500000000002
3763,1,0,0,0,46,1,0,2,1,1,1,1,1,1,2,0,2,19.95,907.05,0.02001862600170461,907.0500000000005
3376,0,0,1,1,71,1,0,2,1,1,1,1,1,1,2,0,0,19.85,1326.35,0.018437316198031833,1326.350000000001
3658,1,0,0,0,22,1,2,1,0,2,0,0,0,0,0,1,3,78.85,1600.25,0.41998926126030645,1600.2499999999998
5056,0,0,1,0,17,1,2,1,2,0,0,0,0,0,0,0,2,78.9,1348.95,0.24357157833910348,1348.9499999999987
4213,1,1,0,0,32,1,2,1,0,0,0,0,2,2,0,1,1,96.15,3019.25,0.6429236470038407,3019.2500000000005
6338,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,651.5,0.34242260813309217,651.4999999999982
4609,0,0,0,0,23,1,2,2,1,1,1,1,1,1,1,0,1,24.8,615.35,0.027649690766117962,615.3499999999982
5892,1,0,1,0,47,1,0,0,0,2,2,0,2,2,2,0,2,73.6,3522.65,0.0421052113882353,3522.650000000001
3832,0,0,1,1,60,1,0,0,0,2,2,2,2,2,2,1,0,80.6,4946.7,0.031075906469960796,4946.700000000002
6398,1,0,1,1,50,0,1,0,2,0,0,0,2,0,0,1,1,39.45,2021.35,0.17217177850424237,2021.3500000000004
4549,0,1,1,0,66,1,2,1,0,0,2,2,2,2,1,1,1,105.95,6975.25,0.1468849152737547,6975.250000000002
974,1,1,1,0,54,1,2,1,0,2,2,2,2,2,2,1,2,110.45,6077.75,0.3583240401216463,6077.750000000002
4974,1,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,1,24.1,1734.65,0.010821919465185277,1734.650000000002
4181,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,1,2,79.35,79.35,0.8734760601091721,79.34999999999856
4350,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,44.15,44.15,0.6504852089771239,44.14999999999687
4119,0,0,1,1,16,1,0,0,2,2,0,2,0,2,2,0,0,68.25,1114.85,0.021761994242144835,1114.8499999999988
486,0,0,0,0,34,1,2,0,0,0,0,2,2,0,0,0,3,65.0,2157.5,0.16477746017588546,2157.4999999999995
627,0,0,0,0,3,1,0,1,0,2,0,0,2,0,0,0,2,83.75,247.25,0.6611573151207116,247.24999999999903
6088,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,927.35,0.4249028495503034,927.3499999999987
4211,0,1,1,0,5,1,2,1,0,0,0,0,0,0,0,1,2,74.35,334.8,0.7584012464280568,334.7999999999977
4894,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,3,50.65,50.65,0.6385809874016151,50.649999999998215
6813,1,1,1,0,59,0,1,0,0,2,0,0,2,2,0,1,2,50.25,2997.45,0.28443402043609506,2997.450000000001
4251,1,0,0,0,26,1,2,1,0,0,0,2,0,0,0,1,2,80.5,2088.8,0.2918208744191582,2088.8
5538,0,0,1,0,1,1,0,2,1,1,1,1,1,1,0,1,0,20.3,20.3,0.4200414988584855,20.299999999996555
2319,1,0,1,1,71,1,0,1,2,2,2,0,2,2,1,1,0,104.65,7288.4,0.08663611363106957,7288.4000000000015
2435,1,0,1,1,63,1,0,2,1,1,1,1,1,1,2,1,3,19.15,1177.05,0.01889613647491822,1177.0500000000013
4975,0,0,1,1,18,1,0,2,1,1,1,1,1,1,0,0,3,20.45,357.0,0.03673999170866099,356.99999999999784
3850,0,0,0,1,14,1,2,1,2,0,0,2,0,0,0,1,3,86.0,1164.05,0.3699338408022055,1164.049999999999
3765,0,0,1,1,64,1,2,1,0,2,2,0,0,2,1,1,2,92.85,5980.75,0.0844899527489479,5980.75
4446,0,0,1,0,56,1,2,1,2,0,0,0,2,2,1,1,2,98.0,5270.6,0.26113045610229363,5270.600000000002
5900,1,0,0,1,26,0,1,0,0,2,0,0,2,0,1,1,0,39.95,1023.75,0.08840153482414286,1023.7499999999994
5007,1,0,0,0,54,1,0,0,2,2,0,0,2,0,2,1,0,65.3,3512.9,0.03188661413317648,3512.900000000002
5010,1,0,1,0,3,1,0,0,0,0,2,2,0,0,0,1,3,55.8,154.55,0.300053180076323,154.54999999999825
557,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,2,34.7,62.25,0.7444913463491961,62.24999999999682
1482,0,0,1,0,40,1,2,1,0,0,0,2,0,0,0,1,1,78.85,3126.85,0.24491912524216825,3126.8499999999995
293,0,0,1,1,28,1,0,1,0,0,0,0,2,2,1,1,0,90.1,2598.95,0.15887770122125486,2598.9499999999994
6984,1,0,1,0,22,1,0,1,2,2,0,2,2,2,0,1,2,104.6,2180.55,0.3197247928004942,2180.5500000000015
3247,1,0,0,0,69,1,2,2,1,1,1,1,1,1,2,0,0,23.95,1713.1,0.02104868335030923,1713.100000000002
3033,0,0,1,1,27,1,0,0,0,2,0,0,0,0,0,0,3,49.85,1336.15,0.13720918459532708,1336.1499999999985
1259,0,0,1,0,71,0,1,0,2,2,2,2,2,2,1,0,0,66.8,4689.15,0.04237576893223164,4689.1500000000015
444,0,0,1,1,62,1,0,0,2,0,2,2,2,0,1,1,0,70.75,4263.45,0.04471147929834036,4263.450000000002
1169,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.3,19.3,0.34197336354123403,19.299999999997674
5460,1,0,1,1,37,1,0,2,1,1,1,1,1,1,2,0,0,19.8,726.1,0.013064121505615046,726.0999999999997
870,0,0,1,0,49,0,1,0,0,2,0,2,2,2,1,1,1,56.3,2780.6,0.09164668853044929,2780.6
4334,1,1,1,0,41,0,1,0,0,2,2,0,2,2,0,1,2,53.95,2215.4,0.43307847100093844,2215.4000000000005
763,0,0,0,0,63,1,2,1,2,2,2,0,2,2,0,0,1,108.25,6780.1,0.19229176193055864,6780.100000000002
251,0,0,1,1,17,1,2,1,0,0,2,0,2,0,0,0,2,88.25,1460.65,0.5330594042157198,1460.6499999999992
1171,1,0,0,1,1,1,0,2,1,1,1,1,1,1,0,1,3,19.45,19.45,0.34197336354123403,19.44999999999768
2091,1,1,0,0,55,1,2,1,2,0,0,0,2,2,0,1,2,98.8,5617.75,0.4522985474349556,5617.750000000002
3289,0,0,1,0,22,1,0,1,0,0,0,0,0,0,0,1,2,69.25,1554.0,0.392571496743402,1553.9999999999984
1954,0,0,0,0,15,0,1,0,2,2,2,2,0,0,1,0,3,45.9,693.45,0.05173859021159871,693.4499999999988
3669,0,0,0,0,35,1,0,2,1,1,1,1,1,1,0,0,0,19.25,617.65,0.06359401745272074,617.6499999999992
3800,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.2,20.2,0.5114521139260921,20.199999999997722
2881,1,0,0,0,69,0,1,0,0,2,2,0,0,0,1,1,0,35.75,2492.25,0.08889731837968402,2492.250000000002
422,0,0,1,0,63,1,2,1,0,2,0,0,0,0,0,1,0,81.55,5029.05,0.34179238403349643,5029.050000000001
3860,0,0,1,0,58,1,2,1,0,2,2,0,0,2,1,1,2,94.3,5610.15,0.26624414741557795,5610.15
5698,1,0,0,0,66,1,2,2,1,1,1,1,1,1,1,0,0,25.45,1699.15,0.024784798863208186,1699.150000000002
2458,0,0,1,1,43,1,2,1,0,0,2,0,2,2,0,1,0,99.3,4209.95,0.4370485238046882,4209.950000000001
6855,0,0,1,1,26,0,1,0,2,2,0,2,0,0,0,0,1,38.85,1025.15,0.04995405384818617,1025.1499999999987
1737,1,0,1,1,56,1,2,1,0,0,2,2,2,2,2,1,2,103.2,5873.75,0.19753286963675848,5873.750000000002
3510,1,1,0,0,68,1,2,1,0,2,2,0,0,2,0,1,2,95.9,6503.2,0.40346262026079294,6503.200000000002
6299,0,0,1,1,18,1,0,0,0,0,0,0,2,0,0,0,3,55.95,1082.8,0.25635801127188257,1082.7999999999984
6516,0,0,1,0,34,1,2,0,2,2,0,2,0,0,0,0,2,62.65,2274.9,0.06677301058145972,2274.8999999999996
2980,1,1,1,0,38,0,1,0,0,0,0,0,0,0,0,1,2,24.85,955.75,0.36062555364614807,955.749999999999
3418,1,0,1,1,2,1,0,0,2,2,0,2,0,0,2,0,3,59.5,130.5,0.029088596125301038,130.49999999999864
34,1,0,1,1,20,0,1,0,2,0,2,2,0,0,2,1,1,39.4,825.4,0.02921821642245361,825.3999999999986
6532,1,0,1,0,64,1,2,0,0,2,0,2,0,2,1,1,3,70.15,4480.7,0.051198915719402986,4480.700000000002
681,1,1,0,1,56,1,0,1,2,0,0,0,2,2,1,0,1,94.8,5264.3,0.18215222069174442,5264.300000000001
5458,0,0,0,0,68,1,0,2,1,1,1,1,1,1,2,0,1,20.5,1424.9,0.013820656689630765,1424.9000000000012
237,1,0,1,0,17,1,2,1,0,2,2,0,2,2,0,1,2,102.55,1742.5,0.697178485478286,1742.5000000000005
4222,1,0,1,1,46,1,0,2,1,1,1,1,1,1,2,0,1,19.95,862.4,0.01570956259250373,862.4000000000003
2776,0,1,0,0,28,1,2,1,0,2,2,0,2,2,0,1,2,106.15,3152.5,0.686658779678411,3152.5000000000005
5979,1,0,1,1,2,1,2,0,2,0,0,0,0,0,0,0,3,56.7,113.55,0.22191774166140196,113.54999999999794
2492,1,0,0,0,65,1,2,1,0,2,2,2,2,2,0,1,2,109.15,6941.2,0.30796808268830905,6941.200000000003
4539,1,0,1,1,17,1,0,1,2,0,2,0,2,0,0,1,2,89.4,1539.45,0.34382557645986067,1539.4500000000003
5610,1,1,0,0,51,1,0,1,0,0,2,0,2,2,1,1,0,94.0,4905.75,0.21638163509740588,4905.750000000002
832,1,0,0,0,60,1,2,1,0,2,0,0,2,0,0,1,0,89.9,5450.7,0.28310358741307295,5450.700000000001
3242,1,0,1,0,16,1,2,1,0,0,0,0,0,0,0,1,0,73.85,1284.2,0.38839588973071093,1284.1999999999987
2046,1,1,1,0,24,1,2,1,2,0,0,0,0,0,0,1,2,78.85,1772.25,0.37455951061623044,1772.2499999999993
4694,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,3,55.7,55.7,0.7450316850817116,55.699999999998205
2395,0,0,0,0,71,1,0,0,2,2,2,2,2,0,2,0,1,77.35,5550.1,0.024531266117452478,5550.100000000002
2026,0,0,1,1,53,1,2,1,2,2,2,2,0,2,2,1,0,104.05,5566.4,0.12185723770365053,5566.400000000001
4686,0,0,0,0,18,1,2,0,2,0,2,0,0,0,0,1,3,60.6,1156.35,0.20663684505221086,1156.3499999999985
4573,0,0,0,1,67,1,2,1,0,2,0,2,2,2,1,1,0,106.6,7244.7,0.1312985341878485,7244.700000000001
948,0,1,0,0,4,1,2,1,0,0,0,0,2,2,0,1,2,94.3,424.45,0.8835651085484545,424.44999999999897
3526,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,255.25,0.2623897145754496,255.24999999999798
1502,1,0,1,1,43,1,2,2,1,1,1,1,1,1,2,0,3,24.25,1077.95,0.019968734334437535,1077.9500000000003
2438,0,0,1,0,43,1,2,1,0,2,0,0,0,0,0,0,2,80.45,3398.9,0.3548112641761497,3398.8999999999996
3591,0,0,0,0,60,0,1,0,2,0,2,0,2,2,2,0,2,53.6,3237.05,0.051862603333976735,3237.050000000001
139,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,1,2,75.9,75.9,0.7175065167782088,75.899999999999
1084,1,0,0,0,7,1,2,1,0,0,2,0,2,0,0,1,2,90.45,593.45,0.6952251488369054,593.4499999999998
2921,0,0,0,0,21,1,0,1,0,2,2,0,0,2,0,1,2,90.05,1862.9,0.5167654368242555,1862.8999999999999
3552,1,1,0,1,1,1,0,0,0,0,2,0,0,0,0,1,3,50.15,50.15,0.6473245688837783,50.14999999999797
3837,1,0,0,0,5,1,0,1,0,2,0,0,0,0,0,1,2,74.65,383.65,0.6111296265067496,383.6499999999991
6111,0,0,1,1,36,1,2,0,2,2,2,2,2,2,2,1,1,92.9,3379.25,0.012253419203284117,3379.2500000000005
1801,1,1,1,0,53,1,2,0,2,0,0,2,0,0,1,1,2,60.05,3229.65,0.07636454489414078,3229.6500000000005
492,0,1,1,0,1,1,2,1,0,0,0,0,0,0,0,1,2,74.45,74.45,0.8621907529290127,74.44999999999747
301,0,0,0,0,53,1,0,1,0,2,2,2,0,2,1,1,1,94.45,5042.75,0.15122745287818876,5042.750000000001
3599,0,0,1,0,50,1,2,0,0,0,2,0,2,2,1,0,0,75.7,3876.2,0.08980092577563568,3876.2
2642,1,0,1,0,66,1,2,1,0,2,0,2,2,2,1,1,2,104.05,6890.0,0.2071568947606519,6890.000000000003
6009,0,0,1,1,54,1,2,0,0,2,2,0,0,0,2,1,0,59.8,3246.45,0.04381151220766744,3246.4499999999994
4604,0,0,1,1,28,1,0,2,1,1,1,1,1,1,0,1,0,19.55,543.8,0.06702004696961432,543.7999999999982
